ID	Speech	action_code	action_only	num_lines_before	num_lines_after	anno_before	anno_after	num_lines_last_mvmt	max_repeated_word	count_uppercase_words	period	comma	semicolon	hyphen	total_words	question	apostrophe	exclamation	big_action_only	speaker_action_only	speaker_big_action_only	speaker_action_code	WRB 	WPSS	WP 	WDT 	VBZ 	VBP 	VBN 	VBG 	VBD 	VB 	UH 	TO 	SYM 	RP 	RBS 	RBR 	RB 	PRPSS	PRP 	POS 	PDT 	NNS 	NNPS 	NNP 	NN 	MD 	LS 	JJS 	JJR 	JJ 	IN 	FW 	EX 	DT 	CD 	CC 	speakerpostn	numcharsonstage	BERNARDO	CORNELIUS	FRANCISCO	GHOST	GUILDENSTERN	HAMLET	HORATIO	KINGCLAUDIUS	LAERTES	LORDPOLONIUS	LUCIANUS	MARCELLUS	OPHELIA	OSRIC	PRINCEFORTINBRAS	QUEENGERTRUDE	REYNALDO	ROSENCRANTZ	VOLTIMAND	Random1	Random2	Random3	Random4	Random5	Random6	Random7	Random8	Random9	Random10	fight_in_general	point	look	run_walk_jog	handle_object	sit_stand_lie_down_kneel	gestures	new_big_actions	neg_big_actions	sortbig	sortany	sortwalk	sortfight	sortpoint	sortlook	sorthandle	sortposture	sortgesture	sortbig_rand	sortany_rand	sortwalk_rand	sortfight_rand	sortpoint_rand	sortlook_rand	sorthandle_rand	sortposture_rand	sortgesture_rand	firstpos	secondpos	thirdpos	fourthpos	fifthpos	sixthpos	seventhpos	eighthpos	ninethpos	tenthpos	eleventhpos	twelfthpos	thirteenthpos	fourteenthpos	fifteenthpos	POS_sentence
2964	"Cudgel thy brains no more about it, for your dull"	27	1	1	5	0	0	1	2	0	0	1	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	2	2	0	0	1	0	0																						1781	3196	4658	4678	4697	4750	3513	375	3686	1021	0	0	0	0	0	0	0	0	-1	1781	1781	1781	1781	1781	1781	1781	1781	1781	1781	1781	1781	1781	1781	1781	1781	1781	1781	NNP	JJ	NNS	DT	RBR	IN	PRP	IN	PRP$	JJ						NNP JJ NNS DT RBR IN PRP IN PRP$ JJ     
2965	"ass will not mend his pace with beating; and, when"	0	0	2	4	0	0	0	2	0	0	1	1	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	1	0	0	0	0	1	0	0	0	0	0																						3837	710	1271	3191	2610	847	2378	3101	4302	4938	0	0	0	0	0	0	0	0	-1	3837	3837	3837	3837	3837	3837	3837	3837	3837	3837	3837	3837	3837	3837	3837	3837	3837	3837	NN	MD	RB	VB	PRP$	NN	IN	NN	NNS	WRB						NN MD RB VB PRP$ NN IN NN NNS WRB     
2966	"you are asked this question next, say ''a"	0	0	3	3	0	0	1	2	0	0	1	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0																						1302	2009	476	2564	1628	2827	181	428	2922	1725	0	0	0	0	0	0	0	0	-1	1302	1302	1302	1302	1302	1302	1302	1302	1302	1302	1302	1302	1302	1302	1302	1302	1302	1302	PRP	VBP	VBN	DT	NN	RB	VBP	.								PRP VBP VBN DT NN RB VBP .       
2967	grave-maker: ''the houses that he makes last till	0	0	4	2	0	0	2	2	0	0	0	0	1	8	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	2	0	0	1	0	0																						2487	1776	3662	2962	1558	4831	880	3067	1424	4919	0	0	0	0	0	0	0	0	-1	2487	2487	2487	2487	2487	2487	2487	2487	2487	2487	2487	2487	2487	2487	2487	2487	2487	2487	NN	DT	NNS	IN	PRP	VBZ	JJ	IN								NN DT NNS IN PRP VBZ JJ IN       
2968	"doomsday. Go, get thee to Yaughan: fetch me a"	0	0	5	1	0	0	3	2	0	1	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0																						4638	2243	1137	4098	1756	2385	1842	4658	4054	1354	0	0	0	0	0	0	0	0	-1	4638	4638	4638	4638	4638	4638	4638	4638	4638	4638	4638	4638	4638	4638	4638	4638	4638	4638	NN	PRP	VBP	PRP	TO	NNP	VB	PRP	DT							NN PRP VBP PRP TO NNP VB PRP DT      
2969	stoup of liquor.	0	0	6	0	0	2	4	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0																						660	3821	4177	1391	2391	1524	4569	3787	1629	1984	0	0	0	0	0	0	0	0	-1	660	660	660	660	660	660	660	660	660	660	660	660	660	660	660	660	660	660	NN	IN	NN													NN IN NN            
2970	"In youth, when I did love, did love,"	0	0	0	3	2	0	5	2	1	0	3	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0																						2851	4643	2266	199	4405	1964	3412	1038	47	3546	0	0	0	0	0	0	0	0	-1	2851	2851	2851	2851	2851	2851	2851	2851	2851	2851	2851	2851	2851	2851	2851	2851	2851	2851	IN	NN	WRB	PRP	VBD	JJ	VBD	NN								IN NN WRB PRP VBD JJ VBD NN       
2971	"Methought it was very sweet,"	0	0	1	2	0	0	6	2	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0																						4472	2531	306	4029	3080	3600	2944	4471	3251	4734	0	0	0	0	0	0	0	0	-1	4472	4472	4472	4472	4472	4472	4472	4472	4472	4472	4472	4472	4472	4472	4472	4472	4472	4472	NNP	PRP	VBD	RB	JJ											NNP PRP VBD RB JJ          
2972	"To contract, O, the time, for, ah, my behove,"	0	0	2	1	0	0	7	2	1	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0																						2002	3439	2077	1595	3637	1454	1129	4737	4447	2583	0	0	0	0	0	0	0	0	-1	2002	2002	2002	2002	2002	2002	2002	2002	2002	2002	2002	2002	2002	2002	2002	2002	2002	2002	TO	VB	IN	DT	NN	IN	VBG	PRP$	NN							TO VB IN DT NN IN VBG PRP$ NN      
2973	"O, methought, there was nothing meet."	0	0	3	0	0	0	8	2	0	1	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0																						942	1002	1539	2039	4739	735	4445	3054	4545	536	0	0	0	0	0	0	0	0	-1	942	942	942	942	942	942	942	942	942	942	942	942	942	942	942	942	942	942	JJ	NN	EX	VBD	NN	.										JJ NN EX VBD NN .         
2974	"Has this fellow no feeling of his business, that he"	17	1	0	1	0	0	9	2	0	0	1	0	0	10	0	0	0	1	1	1	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	2	0	0	2	0	0																						3570	1456	4021	4982	1345	3228	1666	1103	347	634	0	0	0	1	0	0	0	0	-1	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570	3570	VBZ	DT	NN	DT	NN	IN	PRP$	NN	IN	PRP						VBZ DT NN DT NN IN PRP$ NN IN PRP     
2975	sings at grave-making?	0	0	1	0	0	0	0	2	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0																						639	2714	4622	4901	1538	2899	4744	4532	2805	1103	0	0	0	0	0	0	0	0	-1	639	639	639	639	639	639	639	639	639	639	639	639	639	639	639	639	639	639	NNS	IN	NN													NNS IN NN            
2976	Custom hath made it in him a property of easiness.	14	1	0	0	0	0	1	2	0	1	0	0	0	10	0	0	0	1	1	1	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	0	2	0	0	1	0	0																						3415	4647	4234	4736	259	2393	2860	1454	595	3532	0	0	0	0	0	1	0	1	1	3415	3415	3415	3415	3415	3415	3415	3415	3415	3415	3415	3415	3415	3415	3415	3415	3415	3415	NNP	NN	VBD	PRP	IN	PRP	DT	NN	IN	PRP$						NNP NN VBD PRP IN PRP DT NN IN PRP$     
2977	Tis e''en so: the hand of little employment hath	27	1	0	2	0	0	0	2	0	0	0	0	0	9	0	1	0	1	1	1	27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	1	0	0	1	0	0																						48	3619	4681	540	1190	2416	4160	4864	4246	552	0	0	0	0	0	0	0	1	1	-1	-1	48	48	48	48	48	48	48	638	473	48	48	48	48	48	48	48	NNPS	NN	VBD	DT	NN	IN	JJ	NN	NN							NNPS NN VBD DT NN IN JJ NN NN      
2978	the daintier sense.	0	0	1	1	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0																						3208	4825	4890	4880	1626	3916	2080	567	577	3649	0	0	0	0	0	0	0	0	-1	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	DT	JJ	NN													DT JJ NN            
2979	First Clown	0	0	2	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						1988	1112	1557	3343	1667	2338	1685	4135	4504	4394	0	0	0	0	0	0	0	0	-1	1988	1988	1988	1988	1988	1988	1988	1988	1988	1988	1988	1988	1988	1988	1988	1988	1988	1988	NNP	NNP														NNP NNP             
2980	"But age, with his stealing steps,"	0	0	0	3	1	0	2	2	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1																						953	4312	855	2771	4456	1043	316	896	4749	1117	0	0	0	0	0	0	0	0	-1	953	953	953	953	953	953	953	953	953	953	953	953	953	953	953	953	953	953	CC	NN	IN	PRP$	VBG	NN										CC NN IN PRP$ VBG NN         
2981	"Hath claw''d me in his clutch,"	0	0	1	2	0	0	3	2	0	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0																						4803	1890	2652	3031	1757	1328	3807	4065	4705	783	0	0	0	0	0	0	0	0	-1	4803	4803	4803	4803	4803	4803	4803	4803	4803	4803	4803	4803	4803	4803	4803	4803	4803	4803	NNP	VBD	PRP	IN	PRP$	NN										NNP VBD PRP IN PRP$ NN         
2982	"And hath shipped me intil the land,"	0	0	2	1	0	0	4	2	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1																						2488	4909	1209	1040	2362	761	1952	2160	869	1008	0	0	0	0	0	0	0	0	-1	2488	2488	2488	2488	2488	2488	2488	2488	2488	2488	2488	2488	2488	2488	2488	2488	2488	2488	CC	NN	VBD	PRP	IN	DT	NN									CC NN VBD PRP IN DT NN        
2983	As if I had never been such.	0	0	3	0	0	1	5	2	1	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0																						3850	3754	1608	1099	1642	3314	2933	4993	3848	857	0	0	0	0	0	0	0	0	-1	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850	3850	IN	IN	PRP	VBD	RB	VBN	.									IN IN PRP VBD RB VBN .        
2984	"That skull had a tongue in it, and could sing once:"	23	1	0	5	0	0	6	2	0	0	1	0	0	11	0	0	0	1	1	1	23	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	2	0	1																						3383	4609	3244	2541	2013	3267	4398	3122	1476	4378	0	0	1	0	0	0	0	0	-1	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	DT	NN	VBD	DT	NN	IN	RB	CC	MD	VB	RB					DT NN VBD DT NN IN RB CC MD VB RB    
2985	"how the knave jowls it to the ground, as if it were"	0	0	1	4	0	0	0	2	0	0	1	0	0	12	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0																						3014	2483	1424	675	1894	3419	1300	4873	3789	1434	0	0	0	0	0	0	0	0	-1	3014	3014	3014	3014	3014	3014	3014	3014	3014	3014	3014	3014	3014	3014	3014	3014	3014	3014	WRB	DT	NN	VBZ	PRP	TO	DT	NN	IN	IN	PRP	VBD				WRB DT NN VBZ PRP TO DT NN IN IN PRP VBD   
2986	"Cain''s jaw-bone, that did the first murder! It"	0	0	2	3	0	0	1	2	0	0	1	0	1	8	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0																						3923	859	3964	1773	1300	2509	3177	3572	4024	4179	0	0	0	0	0	0	0	0	-1	3923	3923	3923	3923	3923	3923	3923	3923	3923	3923	3923	3923	3923	3923	3923	3923	3923	3923	NNP	NN	WDT	VBD	DT	JJ	NN	PRP								NNP NN WDT VBD DT JJ NN PRP       
2987	"might be the pate of a politician, which this ass"	0	0	3	2	0	0	2	2	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	3	0	0																						1451	2587	4185	1319	4	2401	3512	1444	3053	4149	0	0	0	0	0	0	0	0	-1	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	MD	VB	DT	NN	IN	DT	NN	WDT	DT	NN						MD VB DT NN IN DT NN WDT DT NN     
2988	"now o''er-reaches; one that would circumvent God,"	0	0	4	1	0	0	3	2	0	0	1	1	1	7	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0																						1358	402	42	4939	1802	211	1610	3170	244	1514	0	0	0	0	0	0	0	0	-1	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	1358	RB	JJ	NN	WDT	MD	VB	NNP									RB JJ NN WDT MD VB NNP        
2989	might it not?	0	0	5	0	0	0	4	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0																						1255	244	2932	4714	583	4105	1115	3854	3114	215	0	0	0	0	0	0	0	0	-1	1255	1255	1255	1255	1255	1255	1255	1255	1255	1255	1255	1255	1255	1255	1255	1255	1255	1255	MD	PRP	.													MD PRP .            
2990	"It might, my lord."	23	1	0	0	0	0	5	2	0	1	1	0	0	4	0	0	0	1	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0																						556	452	1121	4103	1582	4218	4987	3574	3882	4779	0	0	1	0	0	0	0	0	-1	556	-1	556	556	556	-1	556	556	556	556	1835	556	556	556	400	556	556	556	PRP	MD	PRP$	NN												PRP MD PRP$ NN           
2991	"Or of a courtier; which could say ''Good morrow,"	0	0	0	3	0	0	0	2	0	0	1	1	0	9	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	1	0	1																						3444	1178	4491	2548	4895	3193	4347	4829	399	959	0	0	0	0	0	0	0	0	-1	3444	3444	3444	3444	3444	3444	3444	3444	3444	3444	3444	3444	3444	3444	3444	3444	3444	3444	CC	IN	DT	NN	WDT	MD	VB	JJ	NN							CC IN DT NN WDT MD VB JJ NN      
2992	"sweet lord! How dost thou, good lord?'' This might"	0	0	1	2	0	0	1	2	0	0	1	0	0	9	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	1	0	0																						1338	2116	1494	1886	4940	609	4229	2964	3429	3964	0	0	0	0	0	0	0	0	-1	1338	1338	1338	1338	1338	1338	1338	1338	1338	1338	1338	1338	1338	1338	1338	1338	1338	1338	JJ	JJ	WRB	NN	VBD	JJ	JJ	DT	MD							JJ JJ WRB NN VBD JJ JJ DT MD      
2993	"be my lord such-a-one, that praised my lord"	0	0	2	1	0	0	2	2	0	0	1	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0																						1328	1987	2331	3210	3607	4545	672	2825	847	3021	0	0	0	0	0	0	0	0	-1	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	VB	PRP$	NN	JJ	IN	VBD	PRP$	NN								VB PRP$ NN JJ IN VBD PRP$ NN       
2994	"such-a-one''s horse, when he meant to beg it; might it not?"	0	0	3	0	0	0	3	0	0	0	1	1	2	11	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0																						1567	1522	1816	235	4878	2974	1854	1811	574	269	0	0	0	0	0	0	0	0	-1	1567	1567	1567	1567	1567	1567	1567	1567	1567	1567	1567	1567	1567	1567	1567	1567	1567	1567	JJ	NN	WRB	PRP	VBD	TO	VB	RB	MD	PRP	.					JJ NN WRB PRP VBD TO VB RB MD PRP .    
2995	"Ay, my lord."	14	1	0	0	0	0	4	0	0	1	1	0	0	3	0	0	0	1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0																						4388	432	127	3297	1697	1186	3773	4420	1983	3918	0	0	0	0	0	1	0	1	1	4388	4388	4388	4388	4388	4388	4388	4388	4388	4388	4388	4388	4388	4388	4388	4388	4388	4388	NNP	PRP$	NN													NNP PRP$ NN            
2996	"Why, e''en so: and now my Lady Worm''s; chapless, and"	23	1	0	5	0	0	0	2	0	0	2	1	0	10	0	2	0	1	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2																						629	907	3277	3031	2740	556	203	2406	2034	4005	0	0	1	0	0	0	0	0	-1	629	-1	629	629	629	-1	629	629	629	629	1351	629	629	629	392	629	629	629	NNP	NN	NN	CC	RB	PRP$	NNP	NNP	NN	CC						NNP NN NN CC RB PRP$ NNP NNP NN CC     
2997	knocked about the mazzard with a sexton''s spade:	0	0	1	4	0	0	0	2	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	2	0	0																						3577	1160	190	2362	1659	4722	2602	2775	572	3593	0	0	0	0	0	0	0	0	-1	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	VBN	IN	DT	NN	IN	DT	NNS	NN								VBN IN DT NN IN DT NNS NN       
2998	"here''s fine revolution, an we had the trick to"	21	1	2	3	0	0	1	2	0	0	1	0	0	9	0	1	0	1	1	1	21	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0																						4163	373	2950	119	4553	3302	1122	153	438	2086	0	0	0	0	0	0	1	1	1	4163	4163	4163	4163	4163	4163	4163	4163	4163	4163	4163	4163	4163	4163	4163	4163	4163	4163	RB	JJ	NN	DT	PRP	VBD	DT	NN	TO							RB JJ NN DT PRP VBD DT NN TO      
2999	"see''t. Did these bones cost no more the breeding,"	23	1	3	2	0	0	0	2	0	1	1	0	0	9	0	1	0	1	1	1	23	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	3	0	0																						1890	1127	978	787	502	2190	3268	3086	2695	3601	0	0	1	0	0	0	0	0	-1	1890	-1	1890	1890	1890	-1	1890	1890	1890	1890	1036	1890	1890	1890	288	1890	1890	1890	NN	VBD	DT	NNS	VBD	DT	JJR	DT	NN							NN VBD DT NNS VBD DT JJR DT NN      
3000	but to play at loggats with ''em? mine ache to think on''t.	0	0	4	1	0	0	0	1	0	1	0	0	0	12	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	1																						3483	1764	1776	3864	4635	1807	2269	4796	706	534	0	0	0	0	0	0	0	0	-1	3483	3483	3483	3483	3483	3483	3483	3483	3483	3483	3483	3483	3483	3483	3483	3483	3483	3483	CC	TO	VB	IN	NNS	IN	NN	NN	VBD	TO	VB	.				CC TO VB IN NNS IN NN NN VBD TO VB .   
3001	First Clown	0	0	5	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						4780	1858	940	506	498	4929	1445	4523	3074	436	0	0	0	0	0	0	0	0	-1	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780	4780	NNP	NNP														NNP NNP             
3002	"A pick-axe, and a spade, a spade,"	0	0	0	3	1	0	2	2	0	0	3	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	1																						847	2350	2808	4556	2545	3057	1284	1729	548	2114	0	0	0	0	0	0	0	0	-1	847	847	847	847	847	847	847	847	847	847	847	847	847	847	847	847	847	847	DT	NN	CC	DT	NN	DT	NN									DT NN CC DT NN DT NN        
3003	For and a shrouding sheet:	0	0	1	2	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1																						3585	1136	3879	4850	4807	46	4565	2529	3518	2566	0	0	0	0	0	0	0	0	-1	3585	3585	3585	3585	3585	3585	3585	3585	3585	3585	3585	3585	3585	3585	3585	3585	3585	3585	IN	CC	DT	NN	NN											IN CC DT NN NN          
3004	"O, a pit of clay for to be made"	0	0	2	1	0	0	1	1	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0																						4988	3155	1052	3723	1639	1447	3201	3607	1528	3433	0	0	0	0	0	0	0	0	-1	4988	4988	4988	4988	4988	4988	4988	4988	4988	4988	4988	4988	4988	4988	4988	4988	4988	4988	IN	DT	NN	IN	NN	IN	TO	VB	VBN							IN DT NN IN NN IN TO VB VBN      
3005	For such a guest is meet.	0	0	3	0	0	1	2	1	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0																						4245	3786	960	3629	4471	3231	406	3321	1856	4999	0	0	0	0	0	0	0	0	-1	4245	4245	4245	4245	4245	4245	4245	4245	4245	4245	4245	4245	4245	4245	4245	4245	4245	4245	IN	JJ	DT	NN	VBZ	VBG										IN JJ DT NN VBZ VBG         
3006	"Whose grave''s this, sirrah?"	27	1	0	2	0	0	3	1	0	0	1	0	0	4	1	1	0	1	1	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0																						243	845	282	3152	2389	726	2818	2522	3486	847	0	0	0	0	0	0	0	1	1	-1	-1	243	243	243	243	243	243	243	847	2195	243	243	243	243	243	243	243	DT	JJ	NN	NN												DT JJ NN NN           
3007	First Clown	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						538	4667	131	195	4748	1034	3817	499	4825	178	0	0	0	0	0	0	0	0	-1	538	538	538	538	538	538	538	538	538	538	538	538	538	538	538	538	538	538	NNP	NNP														NNP NNP             
3008	"Mine, sir."	0	0	2	0	0	1	1	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0																						1219	319	2163	3615	2642	3799	901	4083	1311	3204	0	0	0	0	0	0	0	0	-1	1219	1219	1219	1219	1219	1219	1219	1219	1219	1219	1219	1219	1219	1219	1219	1219	1219	1219	PRP	MD														PRP MD             
3009	"O, a pit of clay for to be made"	0	0	0	1	1	0	0	1	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0																						4744	3677	1127	3956	1757	4703	3687	3278	3604	3336	0	0	0	0	0	0	0	0	-1	4744	4744	4744	4744	4744	4744	4744	4744	4744	4744	4744	4744	4744	4744	4744	4744	4744	4744	IN	DT	NN	IN	NN	IN	TO	VB	VBN							IN DT NN IN NN IN TO VB VBN      
3010	For such a guest is meet.	0	0	1	0	0	0	1	1	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0																						534	35	3702	4128	449	2132	4618	436	2261	2952	0	0	0	0	0	0	0	0	-1	534	534	534	534	534	534	534	534	534	534	534	534	534	534	534	534	534	534	IN	JJ	DT	NN	VBZ	VBG										IN JJ DT NN VBZ VBG         
3011	"I think it be thine, indeed; for thou liest in''t."	13	1	0	3	0	0	2	0	0	1	1	1	0	10	0	1	0	1	1	1	13	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0																						2304	4119	788	2070	2539	4933	2335	4334	2274	3986	0	0	0	0	0	1	0	1	1	-1	-1	2304	2304	2304	2304	2304	-1	2304	836	1546	2304	2304	2304	2304	2304	98	2304	PRP	VBP	PRP	VB	DT	NN	IN	DT	NN	.						PRP VBP PRP VB DT NN IN DT NN .     
